Assembly	# misassemblies	    # relocations	    # translocations	    # inversions	# misassembled contigs	Misassembled contigs length	# local misassemblies	# unaligned mis. contigs	# mismatches	# indels	    # indels (<= 5 bp)	    # indels (> 5 bp)	Indels length
uniq-contigs-contigs-contigs-contigs-contigs	0	0	0	0	0	0	1	0	0	3	2	1	40
